Position,Goals,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Appearances
Defender,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,58.0,0.0,0.0,60.0,270.0,152.0,1.0,183.0,192.0,145.0,22.0,103.0,84.0,0.0,1.0,0,1186,31.21,0.0,10.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,24,2.0,38
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,39.0,0.0,0.0,18.0,53.0,29.0,1.0,70.0,78.0,54.0,3.0,30.0,26.0,0.0,0.0,0,342,17.1,0.0,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,15,0.0,20
Defender,22,7.0,13.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,86.0,236.0,528.0,6.0,40.0,393.0,1137.0,533.0,5.0,1154.0,1427.0,915.0,106.0,587.0,325.0,0.0,2.0,20,9871,37.82,20.0,520.0,12.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,2,293,18.0,261
Midfielder,7,0.0,6.0,1.0,0.0,0.0,129.0,32.0,7.0,1.0,0.0,0.0,363.0,0.0,41.0,227.0,164.0,62.0,0.0,903.0,633.0,665.0,81.0,108.0,140.0,0.0,0.0,9,6813,37.85,11.0,56.0,20.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,199,3.0,180
Midfielder,10,2.0,6.0,2.0,0.0,0.0,150.0,39.0,2.0,8.0,0.0,0.0,100.0,0.0,40.0,70.0,83.0,32.0,0.0,408.0,435.0,648.0,175.0,114.0,171.0,0.0,0.0,22,1831,16.65,23.0,536.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,57,20.0,110
Midfielder,0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,8.0,6.0,3.0,0.0,36.0,21.0,59.0,13.0,1.0,11.0,0.0,0.0,4,251,16.73,5.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12,6.0,15
Midfielder,1,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,4.0,15.0,9.0,7.0,0.0,56.0,47.0,55.0,4.0,12.0,14.0,0.0,0.0,0,275,13.75,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,16,0.0,20
Midfielder,1,0.0,0.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,4.0,5.0,3.0,0.0,49.0,72.0,85.0,25.0,9.0,22.0,0.0,0.0,1,298,15.68,3.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,2.0,19
Forward,12,3.0,2.0,7.0,1.0,0.0,73.0,28.0,2.0,5.0,0.0,0.0,21.0,0.0,17.0,29.0,34.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,682,8.97,2.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,76,13.0,76
Forward,1,0.0,0.0,1.0,0.0,0.0,17.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,136,7.16,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,4.0,19
Forward,34,11.0,20.0,3.0,6.0,0.0,255.0,106.0,6.0,34.0,0.0,0.0,62.0,0.0,78.0,17.0,84.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1500,14.15,7.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,83,68.0,106
Forward,1,0.0,1.0,0.0,0.0,0.0,14.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,190,8.64,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,5.0,22
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2,6328,25.72,0.0,0.0,0.0,1895.0,807.0,6.0,155.0,357.0,101.0,123.0,1260.0,2016.0,4,1,6,0.0,246
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,839,27.06,0.0,0.0,0.0,309.0,85.0,1.0,6.0,33.0,8.0,15.0,97.0,262.0,1,0,0,0.0,31
Defender,8,0.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,273.0,212.0,1.0,28.0,230.0,515.0,256.0,5.0,855.0,645.0,584.0,60.0,260.0,208.0,0.0,6.0,18,6957,36.62,27.0,752.0,6.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,88,18.0,190
Defender,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,56.0,57.0,1.0,5.0,79.0,243.0,125.0,0.0,167.0,188.0,165.0,3.0,124.0,99.0,0.0,2.0,0,1335,33.38,1.0,2.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,25,0.0,40
Defender,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,207.0,171.0,1.0,10.0,208.0,689.0,367.0,0.0,585.0,626.0,377.0,27.0,373.0,227.0,1.0,2.0,1,4633,33.82,2.0,9.0,3.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,88,1.0,137
Defender,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,101.0,97.0,1.0,2.0,114.0,326.0,157.0,0.0,330.0,291.0,176.0,11.0,157.0,90.0,1.0,2.0,1,2212,33.01,3.0,1.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,49,4.0,67
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,59.0,122.0,1.0,4.0,41.0,109.0,54.0,2.0,170.0,234.0,169.0,23.0,59.0,52.0,0.0,1.0,4,1358,30.86,5.0,89.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,38,2.0,44
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,102.0,196.0,0.0,5.0,102.0,140.0,69.0,0.0,458.0,506.0,419.0,180.0,74.0,70.0,0.0,0.0,6,2578,31.83,7.0,197.0,4.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,72,2.0,81
Midfielder,10,0.0,7.0,3.0,0.0,0.0,81.0,33.0,3.0,5.0,0.0,0.0,136.0,0.0,25.0,63.0,22.0,8.0,0.0,339.0,366.0,387.0,139.0,16.0,45.0,0.0,0.0,8,2567,40.75,14.0,155.0,27.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,44,7.0,63
Midfielder,20,1.0,15.0,4.0,2.0,1.0,195.0,61.0,2.0,11.0,0.0,0.0,123.0,0.0,56.0,118.0,30.0,7.0,0.0,682.0,533.0,513.0,256.0,20.0,61.0,0.0,1.0,13,5096,41.77,18.0,257.0,24.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,50,20.0,122
Midfielder,26,2.0,1.0,23.0,2.0,6.0,250.0,88.0,7.0,16.0,0.0,0.0,265.0,0.0,78.0,106.0,105.0,36.0,0.0,623.0,864.0,1119.0,154.0,158.0,271.0,0.0,0.0,23,4715,29.47,35.0,1090.0,36.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,199,27.0,160
Midfielder,46,0.0,44.0,2.0,27.0,2.0,332.0,114.0,7.0,3.0,0.0,0.0,860.0,0.0,91.0,566.0,264.0,71.0,0.0,2330.0,1607.0,1534.0,243.0,99.0,131.0,0.0,3.0,35,17862,46.64,35.0,958.0,105.0,1484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,5,380,27.0,383
Midfielder,2,0.0,2.0,0.0,0.0,0.0,37.0,11.0,1.0,2.0,0.0,0.0,47.0,0.0,10.0,26.0,8.0,3.0,0.0,160.0,92.0,158.0,17.0,10.0,49.0,0.0,0.0,5,893,23.5,4.0,63.0,6.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,19,7.0,38
Midfielder,8,1.0,2.0,5.0,0.0,0.0,140.0,50.0,10.0,12.0,0.0,0.0,217.0,0.0,43.0,153.0,53.0,12.0,0.0,915.0,926.0,793.0,339.0,59.0,60.0,0.0,1.0,18,7494,41.18,32.0,239.0,156.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2,169,10.0,182
Midfielder,3,1.0,2.0,0.0,0.0,0.0,59.0,14.0,3.0,3.0,0.0,0.0,254.0,0.0,15.0,160.0,180.0,83.0,0.0,681.0,489.0,362.0,79.0,141.0,115.0,0.0,1.0,3,3942,39.03,2.0,39.0,4.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,64,3.0,101
Forward,37,18.0,15.0,5.0,1.0,0.0,307.0,117.0,13.0,35.0,0.0,0.0,120.0,0.0,72.0,126.0,123.0,57.0,0.0,479.0,926.0,1066.0,297.0,316.0,413.0,0.0,2.0,14,2689,19.92,21.0,322.0,17.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,153,60.0,135
Forward,7,0.0,0.0,7.0,0.0,0.0,38.0,17.0,1.0,3.0,0.0,0.0,18.0,0.0,8.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,626,18.41,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,25,9.0,34
Forward,1,0.0,0.0,1.0,0.0,0.0,32.0,7.0,2.0,3.0,0.0,0.0,24.0,0.0,14.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,328,14.91,4.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1.0,22
Forward,7,0.0,5.0,2.0,0.0,0.0,58.0,28.0,0.0,6.0,0.0,0.0,22.0,0.0,10.0,8.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,779,22.91,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,49,19.0,34
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1530,19.87,0.0,0.0,0.0,550.0,195.0,2.0,13.0,32.0,17.0,5.0,244.0,581.0,0,0,0,0.0,77
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,2580,21.68,0.0,0.0,0.0,736.0,389.0,2.0,51.0,175.0,76.0,69.0,484.0,1098.0,3,1,1,0.0,119
Defender,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,59.0,147.0,1.0,6.0,116.0,285.0,176.0,0.0,336.0,425.0,214.0,22.0,234.0,95.0,0.0,0.0,1,2779,46.32,5.0,2.0,2.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,55,4.0,60
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,89.0,71.0,3.0,0.0,62.0,251.0,128.0,2.0,504.0,160.0,116.0,7.0,68.0,50.0,3.0,2.0,0,3617,45.78,2.0,0.0,7.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,28,0.0,79
Defender,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,74.0,170.0,0.0,18.0,113.0,82.0,35.0,0.0,329.0,367.0,382.0,62.0,74.0,102.0,0.0,2.0,3,2162,31.79,3.0,100.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,57,7.0,68
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,40.0,0.0,2.0,26.0,31.0,14.0,0.0,102.0,107.0,116.0,35.0,16.0,28.0,0.0,0.0,0,556,16.35,3.0,83.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,19,1.0,34
Midfielder,6,0.0,6.0,0.0,2.0,2.0,137.0,26.0,2.0,0.0,0.0,0.0,139.0,0.0,55.0,131.0,77.0,30.0,0.0,601.0,263.0,290.0,33.0,60.0,62.0,0.0,0.0,5,4024,53.65,7.0,61.0,19.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,66,0.0,75
Midfielder,1,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,2.0,1.0,0.0,0.0,17.0,28.0,30.0,10.0,0.0,11.0,0.0,0.0,2,143,13.0,4.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,3.0,11
Midfielder,5,3.0,1.0,1.0,0.0,0.0,38.0,15.0,1.0,6.0,0.0,0.0,97.0,0.0,6.0,87.0,187.0,101.0,0.0,276.0,326.0,225.0,13.0,186.0,106.0,0.0,0.0,1,2453,45.43,4.0,18.0,1.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,72,2.0,54
Midfielder,2,0.0,1.0,1.0,0.0,1.0,40.0,9.0,1.0,0.0,0.0,0.0,210.0,0.0,10.0,91.0,59.0,20.0,0.0,530.0,340.0,405.0,28.0,43.0,70.0,0.0,0.0,14,3778,48.44,16.0,422.0,10.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,95,3.0,78
Midfielder,6,1.0,3.0,2.0,0.0,0.0,37.0,15.0,2.0,8.0,0.0,0.0,124.0,0.0,6.0,61.0,92.0,61.0,0.0,246.0,328.0,271.0,28.0,158.0,138.0,0.0,1.0,0,1966,33.32,2.0,16.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,43,1.0,59
Forward,3,0.0,1.0,2.0,0.0,0.0,19.0,6.0,0.0,3.0,0.0,0.0,11.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,399,12.87,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,16,5.0,31
Forward,32,9.0,19.0,4.0,6.0,0.0,237.0,82.0,7.0,20.0,0.0,0.0,51.0,0.0,53.0,43.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2108,27.03,26.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,81,52.0,78
Forward,5,0.0,5.0,0.0,0.0,0.0,78.0,21.0,2.0,6.0,0.0,0.0,86.0,0.0,26.0,27.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1434,13.66,13.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,80,13.0,105
